,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,MKT_CARRIER_AIRLINE_ID,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_SEQ_ID,DEST_AIRPORT_SEQ_ID,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
0,6,12,7,19930,1403,1042302,1477104,1505,1623.0,78.0,1653,1808.0,75.0,228.0,225.0,1504.0,0.0,0.0,0.0,0.0,75.0
1,8,10,3,19977,654,1042302,1226402,711,708.0,-3.0,1126,1118.0,-8.0,195.0,190.0,1297.0,0.0,0.0,0.0,0.0,0.0
2,8,10,3,19977,728,1042302,1161802,1406,1448.0,42.0,1900,2037.0,97.0,234.0,289.0,1504.0,0.0,0.0,97.0,0.0,0.0
3,9,2,5,19805,4076,1042302,1319801,843,841.0,-2.0,1035,1028.0,-7.0,112.0,107.0,650.0,0.0,0.0,0.0,0.0,0.0
4,5,31,2,19393,2656,1042302,1039707,630,629.0,-1.0,940,936.0,-4.0,130.0,127.0,813.0,0.0,0.0,0.0,0.0,0.0
5,4,25,1,19393,1704,1042302,1219102,1825,2044.0,139.0,1925,2136.0,131.0,60.0,52.0,148.0,19.0,0.0,0.0,0.0,112.0
6,11,29,2,19393,3738,1042302,1501606,505,457.0,-8.0,705,637.0,-28.0,120.0,100.0,721.0,0.0,0.0,0.0,0.0,0.0
7,12,14,3,19393,425,1042302,1106606,935,947.0,12.0,1310,1257.0,-13.0,155.0,130.0,1073.0,0.0,0.0,0.0,0.0,0.0
8,6,19,7,19393,3087,1042302,1219102,1620,1617.0,-3.0,1715,1708.0,-7.0,55.0,51.0,148.0,0.0,0.0,0.0,0.0,0.0
9,9,18,7,19805,4223,1042302,1245102,1315,1440.0,85.0,1635,1811.0,96.0,140.0,151.0,954.0,14.0,0.0,11.0,0.0,71.0
10,12,19,1,19805,3881,1042302,1457002,1514,1925.0,251.0,1701,2109.0,248.0,227.0,224.0,1405.0,118.0,0.0,0.0,0.0,130.0
11,4,29,5,19393,194,1042302,1069302,615,614.0,-1.0,820,814.0,-6.0,125.0,120.0,756.0,0.0,0.0,0.0,0.0,0.0
12,10,1,6,19805,4232,1042302,1154005,1017,1017.0,0.0,1052,1052.0,0.0,95.0,95.0,528.0,0.0,0.0,0.0,0.0,0.0
13,1,31,1,19393,1723,1042302,1501606,1040,1038.0,-2.0,1240,1230.0,-10.0,120.0,112.0,721.0,0.0,0.0,0.0,0.0,0.0
14,7,25,1,19805,1083,1042302,1410702,1427,1427.0,0.0,1445,1436.0,-9.0,138.0,129.0,872.0,0.0,0.0,0.0,0.0,0.0
15,7,29,5,19393,3087,1042302,1219102,1620,1622.0,2.0,1715,1711.0,-4.0,55.0,49.0,148.0,0.0,0.0,0.0,0.0,0.0
16,4,7,4,19805,4247,1042302,1119302,1840,1846.0,6.0,2215,2209.0,-6.0,155.0,143.0,958.0,0.0,0.0,0.0,0.0,0.0
17,3,17,4,19805,1617,1042302,1105703,1035,1030.0,-5.0,1414,1405.0,-9.0,159.0,155.0,1032.0,0.0,0.0,0.0,0.0,0.0
18,8,4,4,19393,2852,1042302,1039707,1635,1652.0,17.0,1950,2001.0,11.0,135.0,129.0,813.0,0.0,0.0,0.0,0.0,0.0
19,6,22,3,19393,1010,1042302,1315805,1955,2023.0,28.0,2055,2118.0,23.0,60.0,55.0,294.0,0.0,0.0,0.0,0.0,23.0
20,4,15,5,19790,2234,1042302,1039707,800,759.0,-1.0,1109,1051.0,-18.0,129.0,112.0,813.0,0.0,0.0,0.0,0.0,0.0
21,2,11,5,19805,3958,1042302,1069302,1641,1640.0,-1.0,1838,1837.0,-1.0,117.0,117.0,756.0,0.0,0.0,0.0,0.0,0.0
22,11,4,5,19393,2385,1042302,1082106,1250,1311.0,21.0,1705,1702.0,-3.0,195.0,171.0,1342.0,0.0,0.0,0.0,0.0,0.0
23,10,16,7,20416,2308,1042302,1161802,1414,1417.0,3.0,1859,1840.0,-19.0,225.0,203.0,1504.0,0.0,0.0,0.0,0.0,0.0
24,5,7,6,19393,3877,1042302,1219102,605,603.0,-2.0,700,654.0,-6.0,55.0,51.0,148.0,0.0,0.0,0.0,0.0,0.0
25,6,19,7,19393,885,1042302,1410702,2055,2056.0,1.0,2115,2119.0,4.0,140.0,143.0,872.0,0.0,0.0,0.0,0.0,0.0
26,12,18,7,19393,2554,1042302,1106606,845,850.0,5.0,1215,1216.0,1.0,150.0,146.0,1073.0,0.0,0.0,0.0,0.0,0.0
27,10,26,3,19393,1404,1042302,1410702,1130,1130.0,0.0,1200,1207.0,7.0,150.0,157.0,872.0,0.0,0.0,0.0,0.0,0.0
28,12,5,1,19805,1083,1042302,1410702,1501,1455.0,-6.0,1636,1622.0,-14.0,155.0,147.0,872.0,0.0,0.0,0.0,0.0,0.0
29,11,17,4,19393,1531,1042302,1219103,610,640.0,30.0,705,722.0,17.0,55.0,42.0,148.0,0.0,0.0,17.0,0.0,0.0
30,8,5,5,19930,445,1042302,1467903,1945,1957.0,12.0,2035,2040.0,5.0,170.0,163.0,1164.0,0.0,0.0,0.0,0.0,0.0
31,3,25,5,19393,938,1042302,1219102,2010,2040.0,30.0,2105,2126.0,21.0,55.0,46.0,148.0,8.0,0.0,0.0,0.0,13.0
32,11,13,7,20368,3121,1042302,1288904,800,755.0,-5.0,858,852.0,-6.0,178.0,177.0,1090.0,0.0,0.0,0.0,0.0,0.0
33,11,29,2,19930,1195,1042302,1474703,610,607.0,-3.0,852,1017.0,85.0,282.0,370.0,1770.0,0.0,0.0,85.0,0.0,0.0
34,6,4,6,19393,3906,1042302,1323202,1350,1422.0,32.0,1625,1651.0,26.0,155.0,149.0,972.0,26.0,0.0,0.0,0.0,0.0
35,11,25,5,19393,2135,1042302,1014005,1400,1358.0,-2.0,1455,1442.0,-13.0,115.0,104.0,619.0,0.0,0.0,0.0,0.0,0.0
36,12,9,5,19977,658,1042302,1161802,1122,1215.0,53.0,1600,1706.0,66.0,218.0,231.0,1504.0,53.0,0.0,13.0,0.0,0.0
37,4,15,5,19393,227,1042302,1530402,2020,2028.0,8.0,2335,2325.0,-10.0,135.0,117.0,928.0,0.0,0.0,0.0,0.0,0.0
38,10,26,3,19977,210,1042302,1393008,1416,1412.0,-4.0,1702,1640.0,-22.0,166.0,148.0,977.0,0.0,0.0,0.0,0.0,0.0
39,10,27,4,20416,512,1042302,1169706,1658,1705.0,7.0,2044,2040.0,-4.0,166.0,155.0,1105.0,0.0,0.0,0.0,0.0,0.0
40,6,1,3,19393,855,1042302,1319801,1005,955.0,-10.0,1155,1139.0,-16.0,110.0,104.0,650.0,0.0,0.0,0.0,0.0,0.0
41,1,10,1,19393,5430,1042302,1129202,715,716.0,1.0,830,820.0,-10.0,135.0,124.0,775.0,0.0,0.0,0.0,0.0,0.0
42,5,15,7,19805,1064,1042302,1129806,1644,1654.0,10.0,1756,1801.0,5.0,72.0,67.0,190.0,0.0,0.0,0.0,0.0,0.0
43,4,12,2,20409,794,1042302,1247805,715,720.0,5.0,1159,1148.0,-11.0,224.0,208.0,1521.0,0.0,0.0,0.0,0.0,0.0
44,11,9,3,19805,1414,1042302,1129806,1100,1052.0,-8.0,1207,1202.0,-5.0,67.0,70.0,190.0,0.0,0.0,0.0,0.0,0.0
45,6,1,3,19977,1541,1042302,1226603,1947,2000.0,13.0,2050,2052.0,2.0,63.0,52.0,140.0,0.0,0.0,0.0,0.0,0.0
46,4,19,2,20416,512,1042302,1169706,2122,2116.0,-6.0,52,44.0,-8.0,150.0,148.0,1105.0,0.0,0.0,0.0,0.0,0.0
47,6,12,7,19805,1855,1042302,1484306,2313,2310.0,-3.0,500,459.0,-1.0,287.0,289.0,2146.0,0.0,0.0,0.0,0.0,0.0
48,9,10,6,19930,361,1042302,1467903,720,708.0,-12.0,820,750.0,-30.0,180.0,162.0,1164.0,0.0,0.0,0.0,0.0,0.0
49,4,16,6,19790,744,1042302,1474703,1500,1453.0,-7.0,1738,1728.0,-10.0,278.0,275.0,1770.0,0.0,0.0,0.0,0.0,0.0
50,12,12,1,19977,1763,1042302,1161802,2010,2003.0,-7.0,45,39.0,-6.0,215.0,216.0,1504.0,0.0,0.0,0.0,0.0,0.0
51,3,11,5,19790,973,1042302,1072102,725,725.0,0.0,1214,1148.0,-26.0,229.0,203.0,1698.0,0.0,0.0,0.0,0.0,0.0
52,6,4,6,19790,1527,1042302,1486903,825,822.0,-3.0,1029,1025.0,-4.0,184.0,183.0,1086.0,0.0,0.0,0.0,0.0,0.0
53,11,5,6,19805,1059,1042302,1129806,1030,1028.0,-2.0,1139,1133.0,-6.0,69.0,65.0,190.0,0.0,0.0,0.0,0.0,0.0
54,1,22,6,19393,1669,1042302,1323202,945,939.0,-6.0,1215,1151.0,-24.0,150.0,132.0,972.0,0.0,0.0,0.0,0.0,0.0
55,12,2,5,19805,2458,1042302,1490803,1151,1144.0,-7.0,1302,1338.0,36.0,191.0,234.0,1209.0,0.0,0.0,36.0,0.0,0.0
56,8,2,2,19393,644,1042302,1490803,1740,1734.0,-6.0,1835,1824.0,-11.0,175.0,170.0,1209.0,0.0,0.0,0.0,0.0,0.0
57,10,25,2,19805,1095,1042302,1320402,859,907.0,8.0,1230,1229.0,-1.0,151.0,142.0,994.0,0.0,0.0,0.0,0.0,0.0
58,6,15,3,19393,259,1042302,1288903,1355,1419.0,24.0,1440,1457.0,17.0,165.0,158.0,1090.0,17.0,0.0,0.0,0.0,0.0
59,11,29,2,19930,561,1042302,1474703,1500,1534.0,34.0,1739,1836.0,57.0,279.0,302.0,1770.0,0.0,0.0,28.0,0.0,29.0
60,7,9,6,19393,4645,1042302,1219102,635,629.0,-6.0,730,710.0,-20.0,55.0,41.0,148.0,0.0,0.0,0.0,0.0,0.0
61,4,4,1,19805,406,1042302,1330303,520,524.0,4.0,853,851.0,-2.0,153.0,147.0,1103.0,0.0,0.0,0.0,0.0,0.0
62,10,26,3,19393,668,1042302,1288904,1945,2045.0,60.0,2040,2145.0,65.0,175.0,180.0,1090.0,1.0,0.0,5.0,0.0,59.0
63,7,16,6,19805,3902,1042302,1043105,940,934.0,-6.0,1312,1313.0,1.0,152.0,159.0,950.0,0.0,0.0,0.0,0.0,0.0
64,4,21,4,19393,2658,1042302,1220605,1615,1626.0,11.0,1720,1728.0,8.0,65.0,62.0,273.0,0.0,0.0,0.0,0.0,0.0
65,3,11,5,19805,2332,1042302,1393007,630,628.0,-2.0,911,849.0,-22.0,161.0,141.0,977.0,0.0,0.0,0.0,0.0,0.0
66,1,26,3,19790,2442,1042302,1039707,1056,1041.0,-15.0,1403,1337.0,-26.0,127.0,116.0,813.0,0.0,0.0,0.0,0.0,0.0
67,2,16,3,19790,2594,1042302,1348702,1206,1156.0,-10.0,1445,1412.0,-33.0,159.0,136.0,1042.0,0.0,0.0,0.0,0.0,0.0
68,1,18,2,19393,728,1042302,1319801,1930,1927.0,-3.0,2120,2106.0,-14.0,110.0,99.0,650.0,0.0,0.0,0.0,0.0,0.0
69,7,7,4,19393,211,1042302,1039707,540,538.0,-2.0,855,845.0,-10.0,135.0,127.0,813.0,0.0,0.0,0.0,0.0,0.0
70,12,28,3,19805,2563,1042302,1129806,636,629.0,-7.0,745,737.0,-8.0,69.0,68.0,190.0,0.0,0.0,0.0,0.0,0.0
71,2,27,7,19790,1252,1042302,1039707,545,605.0,20.0,850,858.0,8.0,125.0,113.0,813.0,0.0,0.0,0.0,0.0,0.0
72,6,1,3,19393,463,1042302,1410702,525,523.0,-2.0,605,543.0,-22.0,160.0,140.0,872.0,0.0,0.0,0.0,0.0,0.0
73,7,24,7,19977,306,1042302,1477104,1550,1545.0,-5.0,1735,1722.0,-13.0,225.0,217.0,1504.0,0.0,0.0,0.0,0.0,0.0
74,3,9,3,19393,614,1042302,1127805,1220,1219.0,-1.0,1620,1624.0,4.0,180.0,185.0,1315.0,0.0,0.0,0.0,0.0,0.0
75,3,10,4,19393,210,1042302,1125904,610,607.0,-3.0,710,701.0,-9.0,60.0,54.0,189.0,0.0,0.0,0.0,0.0,0.0
76,4,25,1,20368,2785,1042302,1288903,600,552.0,-8.0,655,642.0,-13.0,175.0,170.0,1090.0,0.0,0.0,0.0,0.0,0.0
77,5,15,7,19393,2190,1042302,1467903,2110,2134.0,24.0,2210,2229.0,19.0,180.0,175.0,1164.0,0.0,0.0,0.0,0.0,19.0
78,1,7,5,19930,1003,1042302,1474703,800,748.0,-12.0,1040,1019.0,-21.0,280.0,271.0,1770.0,0.0,0.0,0.0,0.0,0.0
79,8,16,2,19805,2869,1042302,1289208,616,609.0,-7.0,718,709.0,-9.0,182.0,180.0,1242.0,0.0,0.0,0.0,0.0,0.0
80,7,14,4,19393,2231,1042302,1410702,1800,1832.0,32.0,1820,1843.0,23.0,140.0,131.0,872.0,0.0,0.0,0.0,0.0,23.0
81,7,31,7,19977,355,1042302,1289208,800,810.0,10.0,907,905.0,-2.0,187.0,175.0,1242.0,0.0,0.0,0.0,0.0,0.0
82,12,8,4,20416,2455,1042302,1289208,1500,1449.0,-11.0,1627,1552.0,-35.0,207.0,183.0,1242.0,0.0,0.0,0.0,0.0,0.0
83,8,8,1,19393,896,1042302,1069302,2120,2331.0,131.0,2325,128.0,123.0,125.0,117.0,756.0,0.0,0.0,0.0,0.0,123.0
84,7,2,6,19977,571,1042302,1477104,1037,1035.0,-2.0,1220,1205.0,-15.0,223.0,210.0,1504.0,0.0,0.0,0.0,0.0,0.0
85,7,27,3,19393,464,1042302,1039707,2105,2146.0,41.0,20,54.0,34.0,135.0,128.0,813.0,0.0,0.0,0.0,0.0,34.0
86,1,28,5,19790,1252,1042302,1039707,545,541.0,-4.0,850,830.0,-20.0,125.0,109.0,813.0,0.0,0.0,0.0,0.0,0.0
87,8,24,3,19393,1518,1042302,1501606,755,749.0,-6.0,955,947.0,-8.0,120.0,118.0,721.0,0.0,0.0,0.0,0.0,0.0
88,1,12,3,19805,2549,1042302,1105703,617,645.0,28.0,1002,1015.0,13.0,165.0,150.0,1032.0,0.0,0.0,0.0,0.0,0.0
89,12,18,7,19393,2327,1042302,1219103,1900,1914.0,14.0,2000,2002.0,2.0,60.0,48.0,148.0,0.0,0.0,0.0,0.0,0.0
90,11,13,7,19393,2700,1042302,1410702,935,934.0,-1.0,1110,1107.0,-3.0,155.0,153.0,872.0,0.0,0.0,0.0,0.0,0.0
91,5,19,4,19393,244,1042302,1393007,1700,1715.0,15.0,1940,1948.0,8.0,160.0,153.0,977.0,0.0,0.0,0.0,0.0,0.0
92,9,29,4,19393,1537,1042302,1154005,1645,1655.0,10.0,1720,1717.0,-3.0,95.0,82.0,528.0,0.0,0.0,0.0,0.0,0.0
93,12,23,5,19805,4952,1042302,1129806,1541,1622.0,41.0,1654,1723.0,29.0,73.0,61.0,190.0,29.0,0.0,0.0,0.0,0.0
94,12,4,7,19393,2628,1042302,1129202,2215,2259.0,44.0,2325,7.0,42.0,130.0,128.0,775.0,0.0,0.0,0.0,0.0,42.0
95,5,3,2,19805,1079,1042302,1393007,1320,1315.0,-5.0,1557,1557.0,0.0,157.0,162.0,977.0,0.0,0.0,0.0,0.0,0.0
96,5,16,1,19393,649,1042302,1489302,1050,1054.0,4.0,1235,1230.0,-5.0,225.0,216.0,1481.0,0.0,0.0,0.0,0.0,0.0
97,7,6,3,19393,1129,1042302,1483106,1415,1446.0,31.0,1540,1609.0,29.0,205.0,203.0,1476.0,0.0,0.0,0.0,0.0,29.0
98,12,15,4,20409,694,1042302,1247805,1835,1835.0,0.0,2311,2315.0,4.0,216.0,220.0,1521.0,0.0,0.0,0.0,0.0,0.0
99,9,22,4,19393,973,1042302,1039707,1055,1054.0,-1.0,1410,1401.0,-9.0,135.0,127.0,813.0,0.0,0.0,0.0,0.0,0.0
100,6,20,1,19790,1527,1042302,1486903,830,823.0,-7.0,1029,1013.0,-16.0,179.0,170.0,1086.0,0.0,0.0,0.0,0.0,0.0
101,9,21,3,19393,706,1042302,1410702,2155,2150.0,-5.0,2225,2153.0,-32.0,150.0,123.0,872.0,0.0,0.0,0.0,0.0,0.0
102,3,28,1,19393,1187,1042302,1289208,2030,2035.0,5.0,2155,2206.0,11.0,205.0,211.0,1242.0,0.0,0.0,0.0,0.0,0.0
103,4,14,4,19393,2802,1042302,1288903,645,652.0,7.0,740,754.0,14.0,175.0,182.0,1090.0,0.0,0.0,0.0,0.0,0.0
104,4,26,2,19393,782,1042302,1080003,1720,1734.0,14.0,1835,1838.0,3.0,195.0,184.0,1241.0,0.0,0.0,0.0,0.0,0.0
105,10,12,3,19790,2234,1042302,1039707,805,758.0,-7.0,1119,1101.0,-18.0,134.0,123.0,813.0,0.0,0.0,0.0,0.0,0.0
106,12,22,4,19805,3958,1042302,1069302,1710,1741.0,31.0,1911,1950.0,39.0,121.0,129.0,756.0,31.0,0.0,8.0,0.0,0.0
107,7,25,1,19393,2361,1042302,1169706,1705,1857.0,112.0,2055,2234.0,99.0,170.0,157.0,1105.0,95.0,0.0,0.0,0.0,4.0
108,1,31,1,19393,212,1042302,1125904,620,617.0,-3.0,725,710.0,-15.0,65.0,53.0,189.0,0.0,0.0,0.0,0.0,0.0
109,7,10,7,19805,455,1042302,1410702,838,1849.0,611.0,901,1907.0,606.0,143.0,138.0,872.0,41.0,0.0,0.0,0.0,565.0
110,3,7,1,19930,2582,1042302,1071302,1535,1546.0,11.0,1817,1813.0,-4.0,222.0,207.0,1375.0,0.0,0.0,0.0,0.0,0.0
111,6,10,5,19805,2287,1042302,1247805,736,732.0,-4.0,1230,1209.0,-21.0,234.0,217.0,1521.0,0.0,0.0,0.0,0.0,0.0
112,12,20,2,19393,760,1042302,1449202,1520,1525.0,5.0,1900,1851.0,-9.0,160.0,146.0,1162.0,0.0,0.0,0.0,0.0,0.0
113,5,25,3,19393,818,1042302,1320402,1725,1740.0,15.0,2055,2109.0,14.0,150.0,149.0,994.0,0.0,0.0,0.0,0.0,0.0
114,1,23,7,19690,81,1042302,1217305,835,945.0,70.0,1310,1401.0,51.0,515.0,496.0,3764.0,51.0,0.0,0.0,0.0,0.0
115,3,9,3,19393,949,1042302,1467903,915,920.0,5.0,1025,1022.0,-3.0,190.0,182.0,1164.0,0.0,0.0,0.0,0.0,0.0
116,2,7,1,19393,242,1042302,1483106,1830,1824.0,-6.0,2030,2002.0,-28.0,240.0,218.0,1476.0,0.0,0.0,0.0,0.0,0.0
117,8,17,3,19393,582,1042302,1323202,1425,1437.0,12.0,1700,1659.0,-1.0,155.0,142.0,972.0,0.0,0.0,0.0,0.0,0.0
118,5,23,1,19393,2806,1042302,1385103,940,936.0,-4.0,1055,1039.0,-16.0,75.0,63.0,358.0,0.0,0.0,0.0,0.0,0.0
119,11,1,2,19977,298,1042302,1477104,1543,1536.0,-7.0,1742,1731.0,-11.0,239.0,235.0,1504.0,0.0,0.0,0.0,0.0,0.0
120,8,27,6,19393,4651,1042302,1320402,1010,1004.0,-6.0,1340,1343.0,3.0,150.0,159.0,994.0,0.0,0.0,0.0,0.0,0.0
121,7,29,5,19930,445,1042302,1467903,1945,2012.0,27.0,2035,2108.0,33.0,170.0,176.0,1164.0,0.0,0.0,6.0,0.0,27.0
122,8,12,5,19393,900,1042302,1069302,1830,1904.0,34.0,2040,2059.0,19.0,130.0,115.0,756.0,1.0,0.0,0.0,0.0,18.0
123,11,10,4,19805,851,1042302,1393008,1318,1311.0,-7.0,1600,1538.0,-22.0,162.0,147.0,977.0,0.0,0.0,0.0,0.0,0.0
124,10,1,6,19977,630,1042302,1226603,1756,1756.0,0.0,1900,1906.0,6.0,64.0,70.0,140.0,0.0,0.0,0.0,0.0,0.0
125,6,28,2,19393,776,1042302,1027903,1935,1928.0,-7.0,2100,2042.0,-18.0,85.0,74.0,418.0,0.0,0.0,0.0,0.0,0.0
126,1,13,4,19790,1166,1042302,1247805,725,733.0,8.0,1157,1235.0,38.0,212.0,242.0,1521.0,8.0,0.0,30.0,0.0,0.0
127,10,12,3,19805,3740,1042302,1014005,1240,1231.0,-9.0,1336,1322.0,-14.0,116.0,111.0,619.0,0.0,0.0,0.0,0.0,0.0
128,4,21,4,19805,3658,1042302,1154005,930,927.0,-3.0,1013,957.0,-16.0,103.0,90.0,528.0,0.0,0.0,0.0,0.0,0.0
129,10,1,6,19977,2222,1042302,1129202,1830,1820.0,-10.0,1949,1953.0,4.0,139.0,153.0,775.0,0.0,0.0,0.0,0.0,0.0
130,3,13,7,19977,595,1042302,1129202,815,823.0,8.0,932,926.0,-6.0,137.0,123.0,775.0,0.0,0.0,0.0,0.0,0.0
131,7,19,2,19393,896,1042302,1069302,2120,2116.0,-4.0,2325,2315.0,-10.0,125.0,119.0,756.0,0.0,0.0,0.0,0.0,0.0
132,6,11,6,19790,1608,1042302,1289208,1443,1521.0,38.0,1555,1614.0,19.0,192.0,173.0,1242.0,19.0,0.0,0.0,0.0,0.0
133,7,15,5,19393,274,1042302,1349505,500,454.0,-6.0,625,605.0,-20.0,85.0,71.0,444.0,0.0,0.0,0.0,0.0,0.0
134,1,31,1,19977,255,1042302,1226402,1145,1143.0,-2.0,1542,1546.0,4.0,177.0,183.0,1297.0,0.0,0.0,0.0,0.0,0.0
135,10,25,2,19977,255,1042302,1226603,1411,1358.0,-13.0,1520,1500.0,-20.0,69.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0
136,4,30,6,19393,3869,1042302,1289208,1840,1834.0,-6.0,1955,1946.0,-9.0,195.0,192.0,1242.0,0.0,0.0,0.0,0.0,0.0
137,6,2,4,19393,2261,1042302,1483106,1935,2046.0,71.0,2120,2225.0,65.0,225.0,219.0,1476.0,11.0,0.0,0.0,0.0,54.0
138,10,16,7,19393,1351,1042302,1220605,1545,1542.0,-3.0,1650,1636.0,-14.0,65.0,54.0,273.0,0.0,0.0,0.0,0.0,0.0
139,7,31,7,19393,2366,1042302,1320402,945,943.0,-2.0,1315,1318.0,3.0,150.0,155.0,994.0,0.0,0.0,0.0,0.0,0.0
140,3,19,6,19805,3925,1042302,1530402,1012,1022.0,10.0,1333,1339.0,6.0,141.0,137.0,928.0,0.0,0.0,0.0,0.0,0.0
141,9,14,3,19393,1809,1042302,1349505,1130,1126.0,-4.0,1250,1243.0,-7.0,80.0,77.0,444.0,0.0,0.0,0.0,0.0,0.0
142,8,19,5,19393,159,1042302,1323202,2155,2232.0,37.0,20,46.0,26.0,145.0,134.0,972.0,0.0,0.0,0.0,0.0,26.0
143,10,1,6,20409,1138,1042302,1072102,1130,1223.0,53.0,1627,1702.0,35.0,237.0,219.0,1698.0,14.0,0.0,0.0,0.0,21.0
144,1,5,3,20409,1094,1042302,1247805,1758,1753.0,-5.0,2229,2210.0,-19.0,211.0,197.0,1521.0,0.0,0.0,0.0,0.0,0.0
145,5,30,1,19805,3518,1042302,1449202,1912,1925.0,13.0,2311,2322.0,11.0,179.0,177.0,1162.0,0.0,0.0,0.0,0.0,0.0
146,4,11,1,19393,2125,1042302,1129202,1830,1833.0,3.0,1945,1950.0,5.0,135.0,137.0,775.0,0.0,0.0,0.0,0.0,0.0
147,9,26,1,19805,1592,1042302,1288903,1208,1204.0,-4.0,1301,1245.0,-16.0,173.0,161.0,1090.0,0.0,0.0,0.0,0.0,0.0
148,7,24,7,19393,146,1042302,1389101,1200,1159.0,-1.0,1250,1235.0,-15.0,170.0,156.0,1196.0,0.0,0.0,0.0,0.0,0.0
149,2,13,7,19805,2332,1042302,1393007,640,632.0,-8.0,915,911.0,-4.0,155.0,159.0,977.0,0.0,0.0,0.0,0.0,0.0
150,8,26,5,19393,885,1042302,1410702,2055,2111.0,16.0,2115,2128.0,13.0,140.0,137.0,872.0,0.0,0.0,0.0,0.0,0.0
151,3,1,2,19393,1101,1042302,1125904,1535,1528.0,-7.0,1635,1632.0,-3.0,60.0,64.0,189.0,0.0,0.0,0.0,0.0,0.0
152,12,16,5,19393,224,1042302,1125904,950,947.0,-3.0,1050,1042.0,-8.0,60.0,55.0,189.0,0.0,0.0,0.0,0.0,0.0
153,1,27,4,19805,1064,1042302,1129806,1635,1634.0,-1.0,1745,1732.0,-13.0,70.0,58.0,190.0,0.0,0.0,0.0,0.0,0.0
154,8,26,5,19790,2350,1042302,1039707,1450,1443.0,-7.0,1807,1746.0,-21.0,137.0,123.0,813.0,0.0,0.0,0.0,0.0,0.0
155,5,28,6,19805,986,1042302,1530402,1705,1714.0,9.0,2025,2025.0,0.0,140.0,131.0,928.0,0.0,0.0,0.0,0.0,0.0
156,10,17,1,19977,595,1042302,1129202,856,853.0,-3.0,1009,1004.0,-5.0,133.0,131.0,775.0,0.0,0.0,0.0,0.0,0.0
157,4,8,5,19977,233,1042302,1161802,1603,1609.0,6.0,2048,2051.0,3.0,225.0,222.0,1504.0,0.0,0.0,0.0,0.0,0.0
158,10,30,7,19977,231,1042302,1226603,717,715.0,-2.0,819,814.0,-5.0,62.0,59.0,140.0,0.0,0.0,0.0,0.0,0.0
159,12,4,7,19930,1401,1042302,1477104,730,722.0,-8.0,930,921.0,-9.0,240.0,239.0,1504.0,0.0,0.0,0.0,0.0,0.0
160,6,14,2,19393,206,1042302,1410702,1015,1010.0,-5.0,1030,1027.0,-3.0,135.0,137.0,872.0,0.0,0.0,0.0,0.0,0.0
161,10,24,1,19393,1219,1042302,1129202,1535,1545.0,10.0,1650,1640.0,-10.0,135.0,115.0,775.0,0.0,0.0,0.0,0.0,0.0
162,1,15,6,19805,1290,1042302,1330303,1140,1140.0,0.0,1513,1508.0,-5.0,153.0,148.0,1103.0,0.0,0.0,0.0,0.0,0.0
163,5,23,1,19805,3613,1042302,1233904,2015,2009.0,-6.0,2346,2324.0,-22.0,151.0,135.0,919.0,0.0,0.0,0.0,0.0,0.0
164,7,19,2,19393,1598,1042302,1410702,745,740.0,-5.0,805,749.0,-16.0,140.0,129.0,872.0,0.0,0.0,0.0,0.0,0.0
165,8,23,2,19790,973,1042302,1072102,715,707.0,-8.0,1212,1153.0,-19.0,237.0,226.0,1698.0,0.0,0.0,0.0,0.0,0.0
166,12,9,5,19977,298,1042302,1477104,1550,1543.0,-7.0,1749,1727.0,-22.0,239.0,224.0,1504.0,0.0,0.0,0.0,0.0,0.0
167,11,9,3,19977,231,1042302,1226603,717,711.0,-6.0,819,812.0,-7.0,62.0,61.0,140.0,0.0,0.0,0.0,0.0,0.0
168,10,21,5,19393,1374,1042302,1220605,1420,1438.0,18.0,1525,1532.0,7.0,65.0,54.0,273.0,0.0,0.0,0.0,0.0,0.0
169,11,5,6,19790,2078,1042302,1039707,1233,1232.0,-1.0,1545,1533.0,-12.0,132.0,121.0,813.0,0.0,0.0,0.0,0.0,0.0
170,5,5,4,19805,3740,1042302,1014005,1020,1038.0,18.0,1117,1146.0,29.0,117.0,128.0,619.0,0.0,0.0,11.0,0.0,18.0
171,4,25,1,19930,3482,1042302,1477104,2005,2035.0,30.0,2205,2228.0,23.0,240.0,233.0,1504.0,23.0,0.0,0.0,0.0,0.0
172,8,21,7,19393,2508,1042302,1410702,1505,1509.0,4.0,1525,1526.0,1.0,140.0,137.0,872.0,0.0,0.0,0.0,0.0,0.0
173,4,12,2,19393,1124,1042302,1027903,2145,2202.0,17.0,2310,2317.0,7.0,85.0,75.0,418.0,0.0,0.0,0.0,0.0,0.0
174,11,16,3,19393,649,1042302,1220605,700,654.0,-6.0,810,800.0,-10.0,70.0,66.0,273.0,0.0,0.0,0.0,0.0,0.0
175,7,11,1,19977,1401,1042302,1477104,2013,2002.0,-11.0,2200,2129.0,-31.0,227.0,207.0,1504.0,0.0,0.0,0.0,0.0,0.0
