,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon
0,2022-01-01T00:00:00,23.4,23.4,20.7,84.82,0.0,0,,,,37.1,24.1,180.0,1003.3,100,16.0,0.0,,0,,Overcast,cloudy
1,2022-01-01T01:00:00,23.4,23.4,20.0,81.23,0.0,0,,,,42.5,27.7,180.0,1002.8,100,16.0,0.0,,0,,Overcast,cloudy
2,2022-01-01T02:00:00,22.9,22.9,20.0,83.72,0.0,0,,,,,18.4,180.0,1003.1,100,16.0,0.0,,0,,Overcast,cloudy
3,2022-01-01T03:00:00,22.9,22.9,20.0,83.72,0.0,0,,,,,16.6,180.0,1002.9,100,16.0,0.0,,0,,Overcast,cloudy
4,2022-01-01T04:00:00,22.9,22.9,19.4,80.66,0.0,0,,,,40.7,22.3,180.0,1002.1,100,16.0,0.0,,0,,Overcast,cloudy
5,2022-01-01T05:00:00,22.3,22.3,19.4,83.66,0.0,0,,,,,14.8,160.0,1002.0,100,16.0,0.0,,0,,Overcast,cloudy
6,2022-01-01T06:00:00,22.3,22.3,19.4,83.66,0.0,0,,,,,7.6,160.0,1002.6,100,16.0,0.0,,0,,Overcast,cloudy
7,2022-01-01T07:00:00,21.2,21.2,20.0,92.87,0.0,0,,,,,7.6,170.0,1003.1,100,10.0,17.5,0.1,0,,Overcast,cloudy
8,2022-01-01T08:00:00,21.2,21.2,20.0,92.87,0.0,0,,,,,9.4,190.0,1003.6,100,11.0,166.8,0.6,2,,Overcast,cloudy
9,2022-01-01T09:00:00,22.3,22.3,20.0,86.83,0.0,0,,,,,11.2,200.0,1004.1,100,11.0,334.6,1.2,3,,Overcast,cloudy
10,2022-01-01T10:00:00,23.4,23.4,20.0,81.23,0.0,0,,,,29.5,20.5,200.0,1004.7,100,13.0,449.0,1.6,4,,Overcast,cloudy
11,2022-01-01T11:00:00,23.9,23.9,20.0,78.82,0.0,0,,,,29.5,22.3,210.0,1005.0,100,13.0,454.3,1.6,5,,Overcast,cloudy
12,2022-01-01T12:00:00,24.4,24.4,19.4,73.69,0.0,0,,,,,14.8,210.0,1004.6,100,13.0,343.9,1.2,3,,Overcast,cloudy
13,2022-01-01T13:00:00,25.0,25.0,18.4,66.79,0.0,0,,,,,14.8,230.0,1004.0,100,14.0,259.5,0.9,3,,Overcast,cloudy
14,2022-01-01T14:00:00,25.7,25.7,17.9,62.09,0.0,0,,,,,5.4,260.0,1003.8,100,16.0,232.3,0.8,2,,Overcast,cloudy
15,2022-01-01T15:00:00,24.4,24.4,12.9,48.68,0.0,0,,,,,16.6,340.0,1004.0,88,16.0,205.1,0.7,2,,Partially cloudy,partly-cloudy-day
16,2022-01-01T16:00:00,25.0,25.0,12.3,45.15,0.0,0,,,,,11.2,10.0,1003.8,88,16.0,128.6,0.5,1,,Partially cloudy,partly-cloudy-day
17,2022-01-01T17:00:00,24.4,24.4,12.3,46.8,0.0,0,,,,,9.4,70.0,1004.0,88,16.0,17.1,0.1,0,,Partially cloudy,partly-cloudy-day
18,2022-01-01T18:00:00,21.2,21.2,11.2,52.84,0.0,0,,,,,7.6,80.0,1004.6,50,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
19,2022-01-01T19:00:00,18.9,18.9,11.2,60.93,0.0,0,,,,,9.4,90.0,1005.2,50,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
20,2022-01-01T20:00:00,15.7,15.7,11.8,77.61,0.0,0,,,,,0.0,0.0,1006.4,50,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
21,2022-01-01T21:00:00,15.0,15.0,7.9,62.51,0.0,0,,,,61.2,46.4,20.0,1008.0,50,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
22,2022-01-01T22:00:00,10.0,6.1,3.9,65.81,0.0,0,,,,59.4,37.1,10.0,1011.4,88,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
23,2022-01-01T23:00:00,5.0,-0.7,0.7,73.73,0.0,0,,,,53.6,38.9,360.0,1013.9,88,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
24,2022-01-02T00:00:00,3.4,-2.8,1.2,85.5,0.0,0,,,,59.4,38.9,350.0,1016.2,88,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
25,2022-01-02T01:00:00,2.3,-4.7,-5.0,58.53,0.0,0,,,,59.4,44.6,350.0,1018.1,100,16.0,0.0,,0,,Overcast,cloudy
26,2022-01-02T02:00:00,1.2,-4.9,-6.6,56.06,0.3,100,"rain,snow",,,53.6,29.5,340.0,1019.7,100,16.0,0.0,,0,,"Snow, Rain, Overcast",rain
27,2022-01-02T03:00:00,1.2,-5.3,-7.1,53.94,0.0,0,,,,57.6,33.5,340.0,1020.7,50,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
28,2022-01-02T04:00:00,0.0,-7.0,-7.7,56.16,0.0,0,,,,51.8,35.3,330.0,1021.5,100,16.0,0.0,,0,,Overcast,cloudy
29,2022-01-02T05:00:00,-0.6,-7.0,-8.8,53.86,0.0,0,,,,44.6,27.7,330.0,1022.8,100,16.0,0.0,,0,,Overcast,cloudy
30,2022-01-02T06:00:00,-1.6,-9.1,-8.8,57.95,0.0,0,,,,53.6,35.3,340.0,1024.6,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
31,2022-01-02T07:00:00,-3.2,-10.9,-11.1,54.41,0.0,0,,,,44.6,31.7,340.0,1026.5,25,16.0,22.3,0.1,0,,Partially cloudy,partly-cloudy-night
32,2022-01-02T08:00:00,-3.2,-10.9,-11.1,54.41,0.0,0,,,,51.8,31.7,330.0,1028.1,25,16.0,193.3,0.7,2,,Partially cloudy,partly-cloudy-day
33,2022-01-02T09:00:00,-2.7,-10.4,-12.1,48.4,0.0,0,,,,51.8,33.5,330.0,1029.4,0,16.0,391.3,1.4,4,,Clear,clear-day
34,2022-01-02T10:00:00,-0.6,-7.7,-11.1,44.92,0.0,0,,,,61.2,33.5,330.0,1030.6,0,16.0,547.3,2.0,5,,Clear,clear-day
35,2022-01-02T11:00:00,1.2,-4.5,-8.8,47.28,0.0,0,,,,44.6,25.9,320.0,1031.6,0,16.0,648.5,2.3,6,,Clear,clear-day
36,2022-01-02T12:00:00,3.9,-1.7,-8.8,39.03,0.0,0,,,,50.0,33.5,340.0,1031.3,0,16.0,682.8,2.5,7,,Clear,clear-day
37,2022-01-02T13:00:00,6.2,1.2,-8.8,33.25,0.0,0,,,,55.4,35.3,330.0,1030.5,0,16.0,647.3,2.3,6,,Clear,clear-day
38,2022-01-02T14:00:00,7.3,2.6,-8.8,30.83,0.0,0,,,,51.8,35.3,340.0,1029.8,0,16.0,548.3,2.0,5,,Clear,clear-day
39,2022-01-02T15:00:00,7.9,3.8,-7.1,33.77,0.0,0,,,,40.7,29.5,350.0,1030.4,0,16.0,392.6,1.4,4,,Clear,clear-day
40,2022-01-02T16:00:00,8.4,4.2,-6.1,35.24,0.0,0,,,,44.6,33.5,360.0,1030.5,0,16.0,197.3,0.7,2,,Clear,clear-day
41,2022-01-02T17:00:00,7.3,3.7,-7.1,35.18,0.0,0,,,,40.7,22.3,330.0,1030.5,0,16.0,24.0,0.1,0,,Clear,clear-day
42,2022-01-02T18:00:00,6.2,2.3,-6.1,40.96,0.0,0,,,,,22.3,340.0,1031.0,0,16.0,0.0,,0,,Clear,clear-night
43,2022-01-02T19:00:00,1.8,-2.5,-7.7,49.34,0.0,0,,,,,16.6,360.0,1031.9,0,16.0,0.0,,0,,Clear,clear-night
44,2022-01-02T20:00:00,2.3,2.3,-8.2,45.8,0.0,0,,,,,0.0,0.0,1032.6,0,16.0,0.0,,0,,Clear,clear-night
45,2022-01-02T21:00:00,-1.6,-5.1,-7.1,66.12,0.0,0,,,,,9.4,340.0,1032.8,0,16.0,0.0,,0,,Clear,clear-night
46,2022-01-02T22:00:00,-2.7,-4.9,-6.6,74.52,0.0,0,,,,,5.4,330.0,1033.5,0,16.0,0.0,,0,,Clear,clear-night
47,2022-01-02T23:00:00,-3.8,-3.8,-7.1,77.84,0.0,0,,,,,0.0,0.0,1033.8,0,16.0,0.0,,0,,Clear,clear-night
48,2022-01-03T00:00:00,-3.2,-3.2,-5.6,83.48,0.0,0,,,,,0.0,0.0,1033.5,0,16.0,0.0,,0,,Clear,clear-night
49,2022-01-03T01:00:00,-2.7,-2.7,-6.1,77.42,0.0,0,,,,,0.0,0.0,1033.5,0,16.0,0.0,,0,,Clear,clear-night
50,2022-01-03T02:00:00,-3.8,-3.8,-5.6,87.3,0.0,0,,,,,0.0,0.0,1033.5,0,16.0,0.0,,0,,Clear,clear-night
51,2022-01-03T03:00:00,-2.7,-2.7,-6.1,77.42,0.0,0,,,,,0.0,0.0,1033.5,0,16.0,0.0,,0,,Clear,clear-night
52,2022-01-03T04:00:00,-4.3,-4.3,-7.1,80.81,0.0,0,,,,,0.0,0.0,1033.2,0,16.0,0.0,,0,,Clear,clear-night
53,2022-01-03T05:00:00,-4.3,-4.3,-6.1,87.25,0.0,0,,,,,0.0,0.0,1033.2,0,16.0,0.0,,0,,Clear,clear-night
54,2022-01-03T06:00:00,-5.6,-5.6,-7.7,85.12,0.0,0,,,,,0.0,0.0,1033.1,0,16.0,0.0,,0,,Clear,clear-night
55,2022-01-03T07:00:00,-5.0,-5.0,-6.6,88.53,0.0,0,,,,,0.0,0.0,1034.3,0,16.0,24.4,0.1,0,,Clear,clear-night
56,2022-01-03T08:00:00,-4.3,-4.3,-6.6,83.98,0.0,0,,,,,0.0,0.0,1034.6,0,16.0,199.4,0.7,2,,Clear,clear-day
57,2022-01-03T09:00:00,0.0,0.0,-4.3,72.79,0.0,0,,,,,0.0,0.0,1035.0,0,16.0,396.9,1.4,4,,Clear,clear-day
58,2022-01-03T10:00:00,3.9,3.9,-3.8,57.2,0.0,0,,,,,0.0,0.0,1035.3,0,16.0,555.0,2.0,6,,Clear,clear-day
59,2022-01-03T11:00:00,6.8,5.9,-5.0,42.73,0.0,0,,,,,5.4,150.0,1034.7,0,16.0,655.8,2.4,7,,Clear,clear-day
60,2022-01-03T12:00:00,10.0,9.6,-6.6,30.45,0.0,0,,,,,5.4,250.0,1033.2,0,16.0,666.5,2.4,7,,Clear,clear-day
61,2022-01-03T13:00:00,11.2,11.2,-8.2,24.85,0.0,0,,,,,0.0,0.0,1031.1,0,16.0,654.5,2.4,7,,Clear,clear-day
62,2022-01-03T14:00:00,12.3,12.3,-8.2,23.11,0.0,0,,,,,0.0,0.0,1030.0,0,16.0,554.3,2.0,6,,Clear,clear-day
63,2022-01-03T15:00:00,13.4,13.4,-7.7,22.35,0.0,0,,,,,7.6,179.6,1029.2,0,16.0,395.0,1.4,4,,Clear,clear-day
64,2022-01-03T16:00:00,12.9,12.9,-9.3,20.39,0.0,0,,,,,7.6,220.0,1028.9,0,16.0,198.0,0.7,2,,Clear,clear-day
65,2022-01-03T17:00:00,12.3,12.3,-8.8,22.05,0.0,0,,,,,11.2,170.0,1028.6,25,16.0,23.9,0.1,0,,Partially cloudy,partly-cloudy-day
66,2022-01-03T18:00:00,7.9,5.9,-7.1,33.77,0.0,0,,,,,11.2,160.0,1028.7,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
67,2022-01-03T19:00:00,2.9,0.8,-5.0,56.09,0.0,0,,,,,7.6,140.0,1028.7,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
68,2022-01-03T20:00:00,3.4,2.1,-5.6,51.73,0.0,0,,,,,5.4,180.0,1028.7,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
69,2022-01-03T21:00:00,1.2,1.2,-6.1,58.24,0.0,0,,,,,0.0,0.0,1028.9,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
70,2022-01-03T22:00:00,0.7,0.7,-5.6,62.72,0.0,0,,,,,0.0,0.0,1028.3,50,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
71,2022-01-03T23:00:00,-1.1,-1.1,-5.0,74.81,0.0,0,,,,,0.0,0.0,1028.3,50,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
72,2022-01-04T00:00:00,-1.6,-1.6,-5.0,77.61,0.0,0,,,,,0.0,0.0,1027.5,88,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
73,2022-01-04T01:00:00,0.0,0.0,-3.2,79.04,0.0,0,,,,,0.0,0.0,1026.9,88,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
74,2022-01-04T02:00:00,2.3,0.8,-2.7,69.53,0.0,0,,,,,5.4,190.0,1026.6,88,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
75,2022-01-04T03:00:00,3.9,1.0,-2.1,64.91,0.0,0,,,,,11.2,180.0,1024.2,88,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
76,2022-01-04T04:00:00,3.9,2.6,-3.2,59.83,0.0,0,,,,,5.4,230.0,1024.9,88,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
77,2022-01-04T05:00:00,0.0,-2.6,-3.2,79.04,0.0,0,,,,,7.6,210.0,1024.2,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
78,2022-01-04T06:00:00,-2.1,-2.1,-5.0,80.52,0.0,0,,,,,0.0,0.0,1024.4,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
79,2022-01-04T07:00:00,-2.1,-2.1,-4.3,84.88,0.0,0,,,,,0.0,0.0,1024.7,25,16.0,22.9,0.1,0,,Partially cloudy,partly-cloudy-night
80,2022-01-04T08:00:00,-1.6,-1.6,-3.2,88.83,0.0,0,,,,,0.0,0.0,1025.0,25,16.0,189.6,0.7,2,,Partially cloudy,partly-cloudy-day
81,2022-01-04T09:00:00,3.9,2.6,-1.1,69.86,0.0,0,,,,,5.4,170.0,1023.9,25,16.0,379.4,1.4,4,,Partially cloudy,partly-cloudy-day
82,2022-01-04T10:00:00,9.4,6.7,0.7,54.56,0.0,0,,,,,18.4,190.0,1023.7,25,16.0,531.5,1.9,5,,Partially cloudy,partly-cloudy-day
83,2022-01-04T11:00:00,12.3,12.3,-0.6,40.94,0.0,0,,,,33.5,16.6,200.0,1023.3,0,16.0,628.5,2.3,6,,Clear,clear-day
84,2022-01-04T12:00:00,15.0,15.0,-0.6,34.35,0.0,0,,,,38.9,22.3,210.0,1021.5,0,16.0,662.0,2.4,7,,Clear,clear-day
85,2022-01-04T13:00:00,16.8,16.8,1.8,36.41,0.0,0,,,,51.8,29.5,210.0,1018.8,0,16.0,628.0,2.3,6,,Clear,clear-day
86,2022-01-04T14:00:00,18.4,18.4,2.9,35.59,0.0,0,,,,57.6,27.7,210.0,1017.2,25,16.0,529.5,1.9,5,,Partially cloudy,partly-cloudy-day
87,2022-01-04T15:00:00,18.9,18.9,4.4,38.34,0.0,0,,,,48.2,25.9,210.0,1016.4,25,16.0,374.6,1.3,4,,Partially cloudy,partly-cloudy-day
88,2022-01-04T16:00:00,19.4,19.4,5.0,38.75,0.0,0,,,,42.5,22.3,200.0,1015.9,25,16.0,184.1,0.7,2,,Partially cloudy,partly-cloudy-day
89,2022-01-04T17:00:00,18.4,18.4,5.7,43.31,0.0,0,,,,,20.5,190.0,1015.7,0,16.0,21.6,0.1,0,,Clear,clear-day
90,2022-01-04T18:00:00,14.4,14.4,5.7,55.87,0.0,0,,,,,11.2,180.0,1015.5,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
91,2022-01-04T19:00:00,10.7,10.7,5.0,67.83,0.0,0,,,,,7.6,190.0,1015.4,0,16.0,0.0,,0,,Clear,clear-night
92,2022-01-04T20:00:00,9.4,8.0,5.0,74.0,0.0,0,,,,,9.4,200.0,1015.4,0,16.0,0.0,,0,,Clear,clear-night
93,2022-01-04T21:00:00,11.8,11.8,6.2,68.54,0.0,0,,,,,9.4,220.0,1015.4,0,16.0,0.0,,0,,Clear,clear-night
94,2022-01-04T22:00:00,10.0,8.7,5.7,74.62,0.0,0,,,,,9.4,190.0,1016.0,0,16.0,0.0,,0,,Clear,clear-night
95,2022-01-04T23:00:00,10.7,10.7,6.2,73.72,0.0,0,,,,,14.8,200.0,1015.5,0,16.0,0.0,,0,,Clear,clear-night
96,2022-01-05T00:00:00,9.4,8.0,6.2,80.42,0.0,0,,,,,9.4,220.0,1015.4,0,16.0,0.0,,0,,Clear,clear-night
97,2022-01-05T01:00:00,5.7,4.7,4.4,91.35,0.0,0,,,,,5.4,170.0,1015.1,0,16.0,0.0,,0,,Clear,clear-night
98,2022-01-05T02:00:00,6.2,6.2,5.0,92.02,0.0,0,,,,,0.0,0.0,1014.7,0,16.0,0.0,,0,,Clear,clear-night
99,2022-01-05T03:00:00,7.9,5.9,6.8,92.76,0.0,0,,,,,11.2,210.0,1014.2,0,16.0,0.0,,0,,Clear,clear-night
100,2022-01-05T04:00:00,6.2,3.8,5.0,92.02,0.0,0,,,,,11.2,200.0,1013.7,0,16.0,0.0,,0,,Clear,clear-night
101,2022-01-05T05:00:00,7.9,6.6,6.8,92.76,0.0,0,,,,,7.6,220.0,1012.8,0,16.0,0.0,,0,,Clear,clear-night
102,2022-01-05T06:00:00,3.9,2.6,3.9,100.0,0.0,0,,,,,5.4,210.0,1013.1,0,16.0,0.0,,0,,Clear,clear-night
103,2022-01-05T07:00:00,4.4,4.4,3.4,93.21,0.0,0,,,,,0.0,0.0,1013.5,0,11.0,21.4,0.1,0,,Clear,clear-night
104,2022-01-05T08:00:00,2.9,2.9,2.3,95.83,0.0,0,,,,,0.0,0.0,1013.9,0,16.0,179.8,0.6,2,,Clear,clear-day
105,2022-01-05T09:00:00,10.0,10.0,6.2,77.24,0.0,0,,,,,0.0,0.0,1014.0,0,16.0,377.3,1.4,4,,Clear,clear-day
106,2022-01-05T10:00:00,15.0,15.0,6.2,55.64,0.0,0,,,,,5.4,210.0,1014.4,0,16.0,530.5,1.9,5,,Clear,clear-day
107,2022-01-05T11:00:00,19.4,19.4,5.0,38.75,0.0,0,,,,,11.2,230.0,1013.9,0,16.0,628.3,2.3,6,,Clear,clear-day
108,2022-01-05T12:00:00,21.2,21.2,0.7,25.56,0.0,0,,,,,11.2,224.2,1013.1,0,16.0,664.8,2.4,7,,Clear,clear-day
109,2022-01-05T13:00:00,21.8,21.8,1.2,25.55,0.0,0,,,,,11.2,290.0,1011.7,0,16.0,631.3,2.3,6,,Clear,clear-day
110,2022-01-05T14:00:00,22.3,22.3,1.8,25.87,0.0,0,,,,,9.4,330.0,1010.8,0,16.0,533.0,1.9,5,,Clear,clear-day
111,2022-01-05T15:00:00,22.9,22.9,0.7,23.05,0.0,0,,,,,9.4,330.0,1010.4,0,16.0,377.8,1.4,4,,Clear,clear-day
112,2022-01-05T16:00:00,22.3,22.3,0.0,22.72,0.0,0,,,,,9.4,360.0,1010.3,0,16.0,187.5,0.7,2,,Clear,clear-day
113,2022-01-05T17:00:00,21.2,21.2,1.8,27.67,0.0,0,,,,,9.4,350.0,1010.2,25,16.0,22.6,0.1,0,,Partially cloudy,partly-cloudy-day
114,2022-01-05T18:00:00,13.9,13.9,2.3,45.45,0.0,0,,,,,0.0,0.0,1010.9,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
115,2022-01-05T19:00:00,12.3,12.3,1.2,46.64,0.0,0,,,,,7.6,360.0,1011.6,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
116,2022-01-05T20:00:00,7.9,6.2,1.2,62.6,0.0,0,,,,,9.4,340.0,1012.4,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
117,2022-01-05T21:00:00,8.4,8.4,2.3,65.46,0.0,0,,,,,0.0,0.0,1012.3,50,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
118,2022-01-05T22:00:00,8.4,7.2,2.3,65.46,0.0,0,,,,,7.6,20.0,1012.3,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
119,2022-01-05T23:00:00,6.2,6.2,2.3,76.09,0.0,0,,,,,0.0,0.0,1012.4,0,16.0,0.0,,0,,Clear,clear-night
120,2022-01-06T00:00:00,5.0,5.0,1.8,79.79,0.0,0,,,,,0.0,0.0,1012.6,0,16.0,0.0,,0,,Clear,clear-night
121,2022-01-06T01:00:00,3.9,3.9,1.2,82.54,0.0,0,,,,,0.0,0.0,1012.3,0,16.0,0.0,,0,,Clear,clear-night
122,2022-01-06T02:00:00,2.3,0.8,0.7,89.17,0.0,0,,,,,5.4,270.0,1012.0,0,16.0,0.0,,0,,Clear,clear-night
123,2022-01-06T03:00:00,2.3,2.3,0.7,89.17,0.0,0,,,,,0.0,0.0,1011.7,0,16.0,0.0,,0,,Clear,clear-night
124,2022-01-06T04:00:00,1.8,1.8,0.0,87.84,0.0,0,,,,,0.0,0.0,1012.2,0,16.0,0.0,,0,,Clear,clear-night
125,2022-01-06T05:00:00,-0.6,-0.6,-1.1,96.41,0.0,0,,,,,0.0,0.0,1012.6,0,16.0,0.0,,0,,Clear,clear-night
126,2022-01-06T06:00:00,0.7,-1.0,0.0,95.06,0.0,0,,,,,5.4,240.0,1013.1,0,16.0,0.0,,0,,Clear,clear-night
127,2022-01-06T07:00:00,2.9,1.5,1.8,92.47,0.0,0,,,,,5.4,270.0,1013.7,0,16.0,23.2,0.1,0,,Clear,clear-night
128,2022-01-06T08:00:00,1.8,1.8,1.2,95.79,0.0,0,,,,,0.0,0.0,1015.0,0,16.0,190.4,0.7,2,,Clear,clear-day
129,2022-01-06T09:00:00,8.4,5.1,4.4,75.92,0.0,0,,,,,22.3,10.0,1016.0,0,16.0,382.6,1.4,4,,Clear,clear-day
130,2022-01-06T10:00:00,10.0,6.6,1.2,54.33,0.0,0,,,,,29.5,10.0,1017.8,0,16.0,537.0,1.9,5,,Clear,clear-day
131,2022-01-06T11:00:00,11.2,11.2,0.7,48.38,0.0,0,,,,,25.9,10.0,1019.0,0,16.0,636.0,2.3,6,,Clear,clear-day
132,2022-01-06T12:00:00,12.9,12.9,0.7,43.25,0.0,0,,,,42.5,22.3,350.0,1018.9,25,16.0,670.5,2.4,7,,Partially cloudy,partly-cloudy-day
133,2022-01-06T13:00:00,13.4,13.4,-0.6,38.1,0.0,0,,,,42.5,27.7,10.0,1018.4,25,16.0,637.5,2.3,6,,Partially cloudy,partly-cloudy-day
134,2022-01-06T14:00:00,12.9,12.9,-1.6,36.58,0.0,0,,,,,33.5,350.0,1018.8,50,16.0,538.8,1.9,5,,Partially cloudy,partly-cloudy-day
135,2022-01-06T15:00:00,12.9,12.9,-2.7,33.73,0.0,0,,,,42.5,31.7,350.0,1019.2,50,16.0,383.0,1.4,4,,Partially cloudy,partly-cloudy-day
136,2022-01-06T16:00:00,11.2,11.2,-3.8,34.76,0.0,0,,,,,27.7,340.0,1019.5,25,16.0,191.1,0.7,2,,Partially cloudy,partly-cloudy-day
137,2022-01-06T17:00:00,10.0,7.0,-4.3,36.26,0.0,0,,,,,24.1,350.0,1019.8,25,16.0,23.6,0.1,0,,Partially cloudy,partly-cloudy-day
138,2022-01-06T18:00:00,7.9,4.3,-5.6,37.87,0.0,0,,,,,24.1,360.0,1020.7,25,16.0,0.0,,0,,Partially cloudy,partly-cloudy-night
139,2022-01-06T19:00:00,6.8,2.4,-6.1,39.3,0.0,0,,,,,29.5,10.0,1021.6,0,16.0,0.0,,0,,Clear,clear-night
140,2022-01-06T20:00:00,5.0,-0.6,-6.6,42.84,0.0,0,,,,51.8,37.1,20.0,1022.8,0,16.0,0.0,,0,,Clear,clear-night
141,2022-01-06T21:00:00,3.9,-1.9,-7.7,42.51,0.0,0,,,,46.4,35.3,360.0,1023.4,0,16.0,0.0,,0,,Clear,clear-night
142,2022-01-06T22:00:00,2.9,-2.5,-7.7,45.62,0.0,0,,,,,27.7,360.0,1024.0,0,16.0,0.0,,0,,Clear,clear-night
143,2022-01-06T23:00:00,1.8,-2.5,-7.7,49.34,0.0,0,,,,,16.6,360.0,1024.3,0,16.0,0.0,,0,,Clear,clear-night
144,2022-01-07T00:00:00,1.2,-4.3,-8.2,49.54,0.0,0,,,,,24.1,10.0,1024.1,0,16.0,0.0,,0,,Clear,clear-night
145,2022-01-07T01:00:00,0.0,-5.4,-8.8,51.56,0.0,0,,,,,20.5,360.0,1023.9,0,16.0,0.0,,0,,Clear,clear-night
146,2022-01-07T02:00:00,0.0,-5.4,-8.8,51.56,0.0,0,,,,,20.5,360.0,1024.2,0,16.0,0.0,,0,,Clear,clear-night
147,2022-01-07T03:00:00,-0.6,-6.1,-8.2,56.44,0.0,0,,,,,20.5,10.0,1024.5,0,16.0,0.0,,0,,Clear,clear-night
148,2022-01-07T04:00:00,-1.1,-6.1,-8.2,58.54,0.0,0,,,,,16.6,350.0,1024.7,0,16.0,0.0,,0,,Clear,clear-night
149,2022-01-07T05:00:00,-2.1,-6.6,-8.2,63.0,0.0,0,,,,,13.0,350.0,1024.3,0,16.0,0.0,,0,,Clear,clear-night
150,2022-01-07T06:00:00,-2.1,-6.2,-8.2,63.0,0.0,0,,,,,11.2,340.0,1024.6,0,16.0,0.0,,0,,Clear,clear-night
151,2022-01-07T07:00:00,-2.1,-5.7,-8.2,63.0,0.0,0,,,,,9.4,340.0,1024.9,25,16.0,20.1,0.1,0,,Partially cloudy,partly-cloudy-night
152,2022-01-07T08:00:00,-0.6,-4.4,-7.7,58.67,0.0,0,,,,,11.2,350.0,1025.1,88,16.0,170.4,0.6,2,,Partially cloudy,partly-cloudy-day
153,2022-01-07T09:00:00,0.0,-4.4,-7.1,58.83,0.0,0,,,,,14.8,10.0,1025.6,100,16.0,320.3,1.2,3,,Overcast,cloudy
154,2022-01-07T10:00:00,1.2,-2.9,-6.1,58.24,0.0,0,,,,,14.8,10.0,1025.9,100,16.0,460.8,1.7,5,,Overcast,cloudy
155,2022-01-07T11:00:00,2.3,-1.6,-5.0,58.53,0.0,0,,,,,14.8,40.0,1025.5,100,16.0,517.8,1.9,5,,Overcast,cloudy
156,2022-01-07T12:00:00,3.4,0.1,-3.8,59.25,0.0,0,,,,,13.0,10.0,1024.6,100,16.0,496.8,1.8,5,,Overcast,cloudy
157,2022-01-07T13:00:00,4.4,2.5,-3.2,57.76,0.0,0,,,,,7.6,67.0,1023.0,100,16.0,451.5,1.6,5,,Overcast,cloudy
158,2022-01-07T14:00:00,4.4,1.7,-1.6,65.03,0.0,0,,,,,11.2,50.0,1022.1,100,16.0,371.9,1.3,4,,Overcast,cloudy
159,2022-01-07T15:00:00,4.4,1.7,-0.6,69.97,0.0,0,,,,,11.2,70.0,1021.3,100,16.0,259.4,0.9,3,,Overcast,cloudy
160,2022-01-07T16:00:00,4.4,1.7,0.7,76.88,0.0,0,,,,,11.2,70.0,1021.0,100,14.0,125.2,0.5,1,,Overcast,cloudy
161,2022-01-07T17:00:00,3.9,2.6,1.8,86.17,0.0,0,,,,,5.4,110.0,1021.3,100,14.0,15.1,0.1,0,,Overcast,cloudy
162,2022-01-07T18:00:00,3.9,3.9,2.3,89.3,0.0,0,,,,,0.0,0.0,1021.2,100,10.0,0.0,,0,,Overcast,cloudy
163,2022-01-07T19:00:00,3.9,3.9,2.9,93.19,0.3,100,rain,,,,0.0,0.0,1020.8,100,10.0,0.0,,0,,"Rain, Overcast",rain
164,2022-01-07T20:00:00,3.9,3.9,2.9,93.19,0.0,0,,,,,0.0,0.0,1021.0,100,3.0,0.0,,0,,Overcast,cloudy
165,2022-01-07T21:00:00,3.9,3.9,3.4,96.54,0.0,0,,,,,0.0,0.0,1020.6,100,2.0,0.0,,0,,Overcast,cloudy
166,2022-01-07T22:00:00,4.4,3.2,3.9,96.55,0.0,0,,,,,5.4,40.0,1020.3,100,2.0,0.0,,0,,Overcast,cloudy
